ID,abbreviation,name,Zip,latitude,longitude,TSR,logo,newscasts,localstories,Sum of NPR One Large Logo,Sum of NPR One Display Name,Sum of Station Hello,Sum of Pledge URL,Sum of Pledge Audio,Sum of *ANY* Sonic ID,cume,npronelogo
673,WUWF-FM,WUWF,32514,30.5327462,-87.2120599,1663633,station_logos/wuwf_fm.gif,0,1,1,0,0,0,0,0,7313,npr_one_logos/wuwf_fm.png
674,WUWM,WUWM 89.7 FM - Milwaukee Public Radio,53201,43.03,-87.92,3886796,station_logos/wuwm.gif,0,1,1,2,1,1,0,0,22440,npr_one_logos/wuwm.png
679,WVIK-FM,WVIK FM,61201,41.4898568,-90.5730713,991364,station_logos/wvik_fm.gif,0,1,0,0,0,0,0,0,0,
680,WVPE-FM,WVPE 88.1 Elkhart/South Bend,46514,41.7204299,-85.9815339,1273055,station_logos/wvpe_fm.gif,0,0,1,1,0,1,0,0,7710,npr_one_logos/wvpe_fm.png
681,WVPB,West Virginia Public Broadcasting,25301,38.3517112,-81.6336474,3138015,station_logos/wvpb.gif,1,1,1,12,0,11,0,0,10390,npr_one_logos/wvpb.png
691,VPR,VPR,5446,44.5649028,-73.2354893,7130350,station_logos/vpr.gif,1,1,1,7,2,2,2,1,0,npr_one_logos/vpr.png
697,WVTF,WVTF Public Radio ,24014,37.2180925,-79.9080757,2620195,station_logos/wvtf.gif,1,1,1,3,0,0,0,0,0,npr_one_logos/wvtf.png
703,WVXU,91.7 WVXU,45214,39.1172819,-84.5300827,4154546,station_logos/wvxu.gif,1,1,1,2,0,1,1,0,0,npr_one_logos/wvxu.png
711,WWNO-FM,WWNO - New Orleans Public Radio,,30.031117,-90.063583,,station_logos/wwno_fm.gif,0,1,0,0,0,0,0,0,19187,
718,WXPR-FM,WXPR,54501,45.6366479,-89.3462193,518964,station_logos/wxpr_fm.gif,0,0,1,1,0,0,0,0,2140,npr_one_logos/wxpr_fm.png
720,WXXI,WXXI Public Broadcasting,14603,43.1614713,-77.6068673,,station_logos/wxxi.gif,0,0,0,0,0,0,0,0,31358,
725,WYPR-FM,WYPR - 88.1 FM Baltimore,21218,39.3322127,-76.6008334,4907035,station_logos/wypr_fm.gif,0,1,1,2,1,1,0,0,39034,npr_one_logos/wypr_fm.png
726,WYSO-FM,WYSO,45387,39.8011942,-83.9108968,1829710,station_logos/wyso_fm.gif,1,1,1,1,0,0,0,1,10274,npr_one_logos/wyso_fm.png
727,WYSU-FM,WYSU,,41.107856,-80.645871,,station_logos/wysu_fm.gif,0,0,1,1,0,0,0,0,4244,npr_one_logos/wysu_fm.png
730,KDLL-FM,KDLL,99508,61.1995461,-149.823974,,station_logos/kdll_fm.gif,0,0,0,1,0,0,0,0,0,
732,KCUK-FM,KCUK,,61.332509,-164.607872,,,0,0,0,0,0,0,0,0,0,
733,KDLG-AM,KDLG 670AM,,59.039575,-158.462999,,station_logos/kdlg_am.gif,0,0,0,0,0,0,0,0,450,
734,KIYU-AM,KIYU,99741,64.7335618,-156.888302,,,0,0,0,0,0,0,0,0,0,
735,KHNS-FM,KHNS,99827,59.3680312,-136.070496,,,0,0,0,0,0,0,0,0,0,
736,KBBI-AM,KBBI,,59.661311,-151.485811,,,0,0,0,0,0,0,0,0,0,
737,KMXT-FM,KMXT,,57.779519,-152.410376,,,0,0,0,0,0,0,0,0,0,
738,KSKO-AM,KSKO,99627,63.4881285,-155.0359044,,,0,0,0,0,0,0,0,0,0,
739,KFSK-FM,KFSK,99833,56.9195867,-133.0003188,,station_logos/kfsk_fm.gif,0,0,0,0,0,0,0,0,0,
740,KCAW-FM,KCAW,99835,56.9973714,-135,,,0,0,0,0,0,0,0,0,0,
741,KUHB-FM,KUHB,99660,57.1892354,-170.2903157,,,0,0,0,0,0,0,0,0,0,
742,KTNA-FM,KTNA,,62.322231,-150.111779,,,0,0,0,0,0,0,0,0,0,
743,KUCB-FM,KIAL,99685,53.865599,-166.4592758,,,0,0,0,0,0,0,0,0,709,
744,KCHU-AM,KCHU,,61.133897,-146.351814,,,0,0,0,0,0,0,0,0,1447,
745,KSTK-FM,KSTK,99929,56.3249862,-132.0482099,,,0,0,0,0,0,0,0,0,0,
746,KRZA-FM,KRZA,,37.473846,-105.877144,,station_logos/krza_fm.gif,0,0,0,0,0,0,0,0,0,
747,KAJX-FM,Aspen Public Radio ,81611,39.1116318,-106.8650395,1102903,station_logos/kajx_fm.gif,0,1,0,0,0,0,0,0,6228,
749,KDNK-FM,KDNK,,39.216565,-107.242998,,station_logos/kdnk_fm.gif,0,0,0,0,0,0,0,0,0,
750,KSJD-FM,KSJD,,37.343787,-108.760096,,,0,0,0,0,0,0,0,0,1366,
751,KBUT-FM,KBUT,,38.841084,-106.939076,,station_logos/kbut_fm.gif,0,0,0,0,0,0,0,0,2609,
752,KVNF-FM,KVNF - Mountain Grown Community Radio,81428,38.9065418,-107.5505152,385705,station_logos/kvnf_fm.gif,0,1,0,0,0,0,0,0,0,
753,KOTO-FM,KOTO,,37.936182,-107.847865,,,0,0,0,0,0,0,0,0,2575,
754,KBYI-FM,BYU-Idaho Radio,83460,43.8188984,-111.783742,,station_logos/kbyi_fm.gif,0,0,1,0,0,0,0,0,0,npr_one_logos/kbyi_fm.png
756,KMUN-FM,Coast Community Radio,,46.187747,-123.831272,,station_logos/kmun_fm.gif,0,0,0,0,0,0,0,0,0,
757,KACU-FM,KACU,79699,32.4682778,-99.707941,320109,station_logos/kacu_fm.gif,0,0,1,1,0,1,0,0,0,npr_one_logos/kacu_fm.png
759,WLJS-FM,WLJS,36265,33.8363538,-85.7871663,,,0,0,0,0,0,0,0,0,0,
760,WFWM-FM,WFWM,,39.653126,-78.935846,,,0,0,0,0,0,0,0,0,0,
762,WJFF-FM,WJFF,12748,41.7557496,-74.9091853,,station_logos/wjff_fm.gif,0,0,0,0,0,0,0,0,0,
763,WRVS-FM,WRVS,,36.292707,-76.317414,,,0,0,0,0,0,0,0,0,0,
766,KNNB-FM,KNNB,85941,33.8549816,-109.9973244,,,0,0,0,0,0,0,0,0,0,
767,KISU-FM,KISU,,42.885352,-112.43767,,,0,0,0,0,0,0,0,0,0,
768,KGVA-FM,KGVA,59526,48.4021993,-108.6845495,,,0,0,0,0,0,0,0,0,0,
770,KTDB-FM,KTDB,87357,34.9190645,-108.308934,,,0,0,0,0,0,0,0,0,0,
778,WSSB-FM,null,29117,33.5,-80.85,,station_logos/wssb_fm.gif,0,0,0,0,0,0,0,0,0,
788,WOJB-FM,WOJB,54843,46.010865,-91.2958423,,,0,0,0,0,0,0,0,0,0,
796,KGLP-FM,KGLP,87301,35.5057603,-108.7600963,,,0,0,0,0,0,0,0,0,0,
800,WBKE-FM,WBKE,46962,40.981297,-85.7461548,,station_logos/wbke_fm.gif,0,0,0,0,0,0,0,0,0,
802,KTXK-FM,KTXK,75501,33.3922515,-94.1309067,,,0,0,0,0,0,0,0,0,0,
816,KYUK-AM,KYUK,,60.837825,-161.617614,,,0,0,0,0,0,0,0,0,1162,
820,KOTZ-AM,,,66.89897,-162.598646,,,0,0,0,0,0,0,0,0,1443,
846,KSDP-AM,KSDP,99661,55.2693058,-160.6748964,,,0,0,0,0,0,0,0,0,0,
888,KETR-FM,KETR,75429,33.2501869,-95.8981255,683585,station_logos/ketr_fm.gif,1,1,1,1,1,1,0,0,2544,npr_one_logos/ketr_fm.png
957,KRTS-FM,Marfa Public Radio,79843,30.2495127,-104.2395942,,station_logos/krts_fm.gif,0,0,1,2,0,0,0,0,0,npr_one_logos/krts_fm.png
1072,WHDD-FM,WHDD,,41.869189,-73.441593,,station_logos/whdd_fm.gif,0,0,0,0,0,0,0,0,971,
1088,WLPR-FM,Lakeshore Public Radio,46410,41.4701989,-87.3214908,329684,station_logos/wlpr_fm.gif,0,1,0,1,1,0,1,1,0,
1104,IPM,Illinois Public Media,61801,40.1059233,-88.2120315,4502492,station_logos/ipm.gif,1,1,1,2,0,1,2,0,0,npr_one_logos/ipm.png
1126,AZPM,Arizona Public Media,85721,32.2332841,-110.9488008,3089407,station_logos/azpm.gif,1,0,1,2,0,0,0,0,13031,npr_one_logos/azpm.png
1273,WSGE-FM,WSGE-FM,,35.353299,-81.185774,,station_logos/wsge_fm.gif,0,0,0,0,0,0,0,0,2311,
1333,WDDE-FM,Delaware Public Media,19901,39.208135,-75.457778,716914,station_logos/wdde_fm.gif,0,0,1,1,0,1,0,0,3879,npr_one_logos/wdde_fm.png
1458,WNCK-FM,Nantucket Public Radio,2554,41.2708115,-70.0264952,,station_logos/wnck_fm.gif,0,0,1,1,0,0,0,0,0,npr_one_logos/wnck_fm.png
2,KALW-FM,KALW,94134,37.7202042,-122.4099154,2464116,station_logos/kalw_fm.gif,0,1,1,1,0,0,1,0,47205,npr_one_logos/kalw_fm.png
546,WNPR,WNPR News,6105,41.7721061,-72.7038047,6105145,station_logos/wnpr.gif,0,1,1,2,0,0,0,0,48121,npr_one_logos/wnpr.png
382,WFCR-FM,New England Public Radio,,42.103483,-72.589219,,station_logos/wfcr_fm.gif,0,0,1,3,0,1,0,1,19397,npr_one_logos/wfcr_fm.png
432,WHYY,WHYY,19106,39.9493801,-75.145782,9677833,station_logos/whyy.gif,1,1,1,2,0,0,1,0,112903,npr_one_logos/whyy.png
610,WSHU,WSHU,6825,41.1935626,-73.2470486,4536013,,0,1,0,0,1,0,0,1,97,
359,WDIY-FM,WDIY,,40.59677,-75.376195,,,0,0,0,0,0,0,0,0,3047,
364,WEMU-FM,89.1 WEMU,48198,42.2728525,-83.570964,1833277,station_logos/wemu_fm.gif,1,1,1,1,0,1,0,0,804,npr_one_logos/wemu_fm.png
297,NEPR,Northeast Public Radio,12206,42.6757698,-73.7860276,6739538,station_logos/nepr.gif,1,1,1,3,1,2,1,0,39213,npr_one_logos/nepr.png
677,WVIA,WVIA,18640,41.2972495,-75.7487779,1287235,station_logos/wvia.gif,0,0,1,1,0,0,0,0,5524,npr_one_logos/wvia.png
